factor id	average score	best score	worst score	avg+sigma	avg+2sigma	avg+3sigma	sequence count	sequences w/o score > average+sigma	sequences w/o scores > average+3sigma	worst site in the set	best site in the set	flank length	sites appearing on <flank length>	sites apperaring on 2bp flanks	% w/o sites	% sites in flanks	% sites in 2bp flanks	% weak sites	threshold	weak words in the 'ready' motif
CAD	-5.1028888322054	5.59881314035299	-14.9889444725868	-1.71609716472596	1.67069450275349	5.05748617023293	13	0	11	-1.55447921854128	5.48256187740622				0.0	0.0	0.0	84.6153846153846	5.06	0
DEAF1	-8.36759784833345	9.40463817422642	-21.5810574551853	-3.9032972217566	0.56100340482025	5.0253040313971	10	1	5	-4.87365277520846	8.33761568690802	9	1	1	10.0	10.0	10.0	40.0	5.03	0
DFD	-8.98707689225496	9.00004891003499	-24.9269386833249	-4.64204007270111	-0.297003253147251	4.04803356640661	16	1	6	-4.9665345209707	8.24331482161852	11	1	1	6.25	6.25	6.25	31.25	4.05	0
DL	-10.814056061712	10.281177697477	-32.2681131314024	-5.41492671556277	-0.0157973694135176	5.38333197673574	38	0	18	-4.8366952227991	10.281177697477				0.0	0.0	0.0	47.3684210526316	5.38	0
DREF	-9.58361467528659	10.5902271036047	-23.0258509299405	-5.24934305106791	-0.915071426849231	3.41920019736945	9	0	2	-3.28716014211751	10.5902271036047				0.0	0.0	0.0	22.2222222222222	3.42	0
EIP74EF	-8.88490824971562	11.1093886999474	-24.6244665106746	-4.58428914265799	-0.283670035600366	4.01694907145726	8	0	3	-1.2784412932495	9.8945148303481				0.0	0.0	0.0	37.5	4.02	0
EN	-6.81458572300084	7.69194510499337	-20.3950830435704	-2.92055789673978	0.973469929521285	4.86749775578235	56	9	42	-13.4041750047503	6.66341945237993	10	9	7	16.0714285714286	16.0714285714286	12.5	58.9285714285714	4.87	0
EVE	-8.47724707793305	8.42674376139097	-26.9607675425142	-3.99789803402551	0.481451009882027	4.96080005378957	20	1	9	-8.34925943250156	7.25690543009592	10	1	0	5.0	5.0	0.0	40.0	4.96	0
FTZ	-6.84470315926941	8.79049343813302	-20.7053284103612	-2.85425064571526	1.13620186783889	5.12665438139305	66	7	44	-7.38832714001287	8.51843315541889	11	6	4	10.6060606060606	9.09090909090909	6.06060606060606	56.0606060606061	5.13	0
GRH	-6.28581140629534	7.10234454710213	-17.2388090022264	-2.59071813130266	1.10437514369001	4.79946841868269	9	0	2	3.75879344299093	6.76032975211055				0.0	0.0	0.0	22.2222222222222	4.8	0
GT	-8.36447637248583	8.94764728605266	-21.9722457733622	-4.13816844295747	0.0881394865708884	4.31444741609925	8	0	1	-4.10716475868841	8.20143003837503				0.0	0.0	0.0	12.5	4.31	0
HB	-11.7205461272303	6.74427605858689	-23.6509286703207	-6.73621852892112	-1.75189093061192	3.23243666769727	103	0	8	1.05138794781352	6.74427605858689				0.0	0.0	0.0	7.76699029126214	3.23	0
KNI	-8.6246903071488	10.6776808661838	-29.3957020809914	-3.97075401190545	0.683182283337901	5.33711857858125	33	7	29	-9.42777913201939	6.87997058321948	13	7	5	21.2121212121212	21.2121212121212	15.1515151515152	66.6666666666667	5.34	0
KR	-7.36544274784521	9.93282024915368	-20.9342714462527	-3.3641142711915	0.637214205462209	4.63854268211592	45	7	29	-8.28954431022452	9.93282024915368	10	7	6	15.5555555555556	15.5555555555556	13.3333333333333	48.8888888888889	4.64	0
MAD	-8.43591503805386	11.5980987590834	-27.3683626989041	-3.77566644467476	0.884582148704341	5.54483074208344	19	1	8	-5.83891337978414	9.49768051340678	11	1	1	5.26315789473684	5.26315789473684	5.26315789473684	36.8421052631579	5.54	0
MED	-9.43085716517737	14.1050789667172	-29.1606869921349	-4.53432903929597	0.362199086585431	5.25872721246683	8	0	4	-4.17256442395046	11.9454736129247				0.0	0.0	0.0	50.0	5.26	0
OVO	-8.66296022634622	9.15844556066981	-19.8435892384827	-4.51407294153092	-0.365185656715628	3.78370162809967	12	0	0	4.73566463588907	9.15844556066981				0.0	0.0	0.0	0.0	3.78	0
PAN	-7.05610643745511	7.47684208444722	-19.4283572985874	-3.10430415870107	0.847498120052968	4.79930039880701	25	0	14	-1.05941940233985	7.18116968113828				0.0	0.0	0.0	56.0	4.8	0
PRD	-7.85860299575966	10.4246713229259	-24.7480068406975	-3.54399265203325	0.770617691693152	5.08522803541956	11	1	6	-3.95829044756642	9.11093222172978	12	1	0	9.09090909090909	9.09090909090909	0.0	45.4545454545455	5.09	0
SD	-9.33429625268225	10.0486858985962	-35.7035645775307	-4.30778670919794	0.718722834286368	5.74523237777067	19	3	18	-6.95117770205962	6.29835629302697	13	2	0	15.7894736842105	10.5263157894737	0.0	78.9473684210526	5.75	0
SLBO	-9.2880096517721	11.5963683234881	-32.3371446090141	-4.54962793212314	0.188753787525833	4.9271355071748	12	5	7	-9.74374795078549	9.72481838396005	14	5	4	41.6666666666667	41.6666666666667	33.3333333333333	16.6666666666667	4.93	0
SNA	-8.57692424111561	12.1331232517311	-29.3063333246217	-3.91984290929809	0.737238422519429	5.39431975433695	11	1	7	-8.81992858378865	7.3006369509128	13	1	1	9.09090909090909	9.09090909090909	9.09090909090909	54.5454545454545	5.39	0
TIN	-10.6273010063909	11.3485615170369	-24.84906649788	-5.93634332399522	-1.2453856415995	3.44557204079621	11	2	2	-8.38711682928868	11.3485615170369	10	2	2	18.1818181818182	18.1818181818182	18.1818181818182	0.0	3.45	0
TLL	-7.04144789338577	9.08742308843393	-22.5154013520951	-3.04937118104365	0.942705531298469	4.93478224364059	37	3	19	-5.53091896512425	9.08742308843393	11	3	3	8.10810810810811	8.10810810810811	8.10810810810811	43.2432432432432	4.93	0
TRL	-7.91340206615674	10.5627710314884	-26.3517398851841	-3.36541410585123	1.18257385445428	5.73056181475978	77	10	52	-10.6770155620387	10.5627710314884	12	8	5	12.987012987013	10.3896103896104	6.49350649350649	54.5454545454545	5.73	0
TTK	-8.20764472536235	10.4199846447555	-20.473519212051	-3.95559812342501	0.296448478512334	4.54849508044967	8	0	1	4.31019631947046	10.4199846447555				0.0	0.0	0.0	12.5	4.55	0
TWI	-8.15204849606868	9.1415649457412	-21.9558453775357	-3.84346910556255	0.465110284943577	4.77368967544971	15	1	9	-4.00149666625593	9.1415649457412	9	1	0	6.66666666666667	6.66666666666667	0.0	53.3333333333333	4.77	0
UBX	-6.99893034623289	5.33087753543413	-16.9653696257923	-3.22100612369327	0.55691809884635	4.33484232138597	60	4	25	-11.168571599153	5.33087753543413	6	3	2	6.66666666666667	5.0	3.33333333333333	35.0	4.33	0
VVL	-8.50112323790895	6.87382194272129	-22.364159848092	-4.17575977732206	0.149603683264825	4.47496714385172	11	0	2	2.42622569671936	6.32831886317078				0.0	0.0	0.0	18.1818181818182	4.47	0
Z	-9.2819631077453	8.08218772885362	-20.8307121782149	-4.75083588073944	-0.219708653733584	4.31141857327227	41	0	12	-4.73631652065744	8.08218772885362				0.0	0.0	0.0	29.2682926829268	4.31	0
ZEN	-9.22027947394858	7.79601898126186	-18.7773664423323	-5.13171600631891	-1.04315253868924	3.04541092894043	12	0	1	-1.99037677319305	7.79601898126186				0.0	0.0	0.0	8.33333333333333	3.05	0
